sciname,study_id,fct_code_orig,validation_2023,nut_per_species_per_study,country_origin_study,country_origin_sample.vNM,country_origin_sample.detail,sample_year,sample_month,Processing,Processing.detail,other_ingredients.vNM,other_ingredients.vNM.detail,Preparation,Preparation.detail,Wild.Farmed,relative_weight,Parts,Parts.detail,per_edible_prop,class,order,family,genus,sciname_orig,common_name,food_name,food_name_orig,fao_taxocode,fao_3a_code,sau_species_code,isscaap_code,phylum,kingdom,common_name_detailed,food_prep,food_prep_detailed,food_part,food_part_detailed,prod_catg,other_ingredients,study_type,country_origin_sample,country,species_edible_prop,notes,nutrient_type,nutrient,nutrient_orig,nutrient_desc,nutrient_code_fao,value,value_tr,nutrient_units,portion_size,SpecCode,genus_usedby_SHY,family_usedby_SHY,order_usedby_SHY,class_usedby_SHY,best_DemersPelag,best_DemersPelag_level,best_EnvTemp,best_EnvTemp_level,best_DepthRangeDeep,best_DepthRangeDeep_level,best_Lmax,best_Lmax_level,best_Lm,best_Lm_level,best_K,best_K_level,best_tm,best_tm_level,best_Troph,best_Troph_level,best_Pelagic,best_Pelagic_level,best_Benthic,best_Benthic_level,best_Sessile,best_Sessile_level,best_Mobile,best_Mobile_level,best_SoftBottom,best_SoftBottom_level,best_Sand,best_Sand_level,best_Coarse,best_Coarse_level,best_Fine,best_Fine_level,best_Level,best_Level_level,best_Sloping,best_Sloping_level,best_Silt,best_Silt_level,best_Mud,best_Mud_level,best_Ooze,best_Ooze_level,best_Detritus,best_Detritus_level,best_Organic,best_Organic_level,best_HardBottom,best_HardBottom_level,best_Rocky,best_Rocky_level,best_Rubble,best_Rubble_level,best_Gravel,best_Gravel_level,best_Macrophyte,best_Macrophyte_level,best_BedsBivalve,best_BedsBivalve_level,best_BedsRock,best_BedsRock_level,best_SeaGrassBeds,best_SeaGrassBeds_level,best_BedsOthers,best_BedsOthers_level,best_CoralReefs,best_CoralReefs_level,best_ReefExclusive,best_ReefExclusive_level,best_DropOffs,best_DropOffs_level,best_ReefFlats,best_ReefFlats_level,best_Lagoons,best_Lagoons_level,best_Burrows,best_Burrows_level,best_Tunnels,best_Tunnels_level,best_Crevices,best_Crevices_level,best_Vents,best_Vents_level,best_Seamounts,best_Seamounts_level,best_DeepWaterCorals,best_DeepWaterCorals_level,best_Vegetation,best_Vegetation_level,best_Marine,best_Marine_level,best_Neritic,best_Neritic_level,best_Oceanic,best_Oceanic_level,best_BrackishWater,best_BrackishWater_level,best_FreshWater,best_FreshWater_level,best_Parasitism,best_Parasitism_level,best_Solitary,best_Solitary_level,best_Symbiosis,best_Symbiosis_level,best_Symphorism,best_Symphorism_level,best_Commensalism,best_Commensalism_level,best_Mutualism,best_Mutualism_level,best_Epiphytic,best_Epiphytic_level
Meretrix lusoria,Japan_7thRev_2015,10306,YF,4,JPN,,,,,raw,raw,,,,,,,muscle tissue,muscle tissue,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; raw,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Vitamin C,Vitamin_c,Vitamin C. L-ascorbic acid plus L-dehydroascorbic acid.,VITC,1,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10306,YF,4,JPN,,,,,raw,raw,,,,,,,muscle tissue,muscle tissue,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; raw,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Vitamin_a_combined,Vitamin_a_combined,Vitamin_a_combined,NA,9,,mcg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10306,YF,4,JPN,,,,,raw,raw,,,,,,,muscle tissue,muscle tissue,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; raw,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Mineral,Zinc,Zinc,Zinc,ZN,1.7,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10307,YF,4,JPN,,,,,boiled or steamed,boiled,,,,,,,muscle tissue,muscle tissue,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; boiled,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,boiled steamed,boiled,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Mineral,Copper,Copper,Copper,CU,0.23,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10307,YF,4,JPN,,,,,boiled or steamed,boiled,,,,,,,muscle tissue,muscle tissue,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; boiled,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,boiled steamed,boiled,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Fatty acid,DHA_EPA,Dha_epa,DHA + EPA,NA,0.172,,g,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10307,YF,4,JPN,,,,,boiled or steamed,boiled,,,,,,,muscle tissue,muscle tissue,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; boiled,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,boiled steamed,boiled,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Mineral,"Iron, total",Iron_total,Total iron is sum of heme and non-heme iron,FE,3.9,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10307,YF,4,JPN,,,,,boiled or steamed,boiled,,,,,,,muscle tissue,muscle tissue,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; boiled,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,boiled steamed,boiled,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Mineral,Magnesium,Magnesium,Magnesium,MG,69,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,5,NA,Y,3,THA,THA,"Kantang, Trang Province",2012,October_November_December,,unknown,,,frozen and dried,"freeze-dried, frozen",,wet,muscle tissue,foot,NA,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,asian hard clam,Asian hard clam,NA,3161101701,HCJ,83776,56,mollusca,animalia,asian hard clam,NA,NA,muscle tissue,NA,NA,NA,Peer-reviewed literature,THA,Thailand,0.1236,NA,Mineral,Magnesium,Magnesium,Magnesium,MG,36.373,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,5,NA,Y,3,THA,THA,"Kantang, Trang Province",2012,October_November_December,,unknown,,,frozen and dried,"freeze-dried, frozen",,wet,viscera,viscera,NA,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,asian hard clam,Asian hard clam,NA,3161101701,HCJ,83776,56,mollusca,animalia,asian hard clam,NA,NA,viscera,NA,NA,NA,Peer-reviewed literature,THA,Thailand,0.1236,NA,Mineral,Magnesium,Magnesium,Magnesium,MG,51.04,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,5,NA,Y,3,THA,THA,"Kantang, Trang Province",2012,October_November_December,,unknown,,,frozen and dried,"freeze-dried, frozen",,wet,muscle tissue,mantle,NA,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,asian hard clam,Asian hard clam,NA,3161101701,HCJ,83776,56,mollusca,animalia,asian hard clam,NA,NA,mantle,NA,NA,NA,Peer-reviewed literature,THA,Thailand,0.1236,NA,Protein,Methionine,Methionine,Includes only L-methionine.,MET,0.206,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,5,NA,Y,3,THA,THA,"Kantang, Trang Province",2012,October_November_December,,unknown,,,frozen and dried,"freeze-dried, frozen",,wet,muscle tissue,foot,NA,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,asian hard clam,Asian hard clam,NA,3161101701,HCJ,83776,56,mollusca,animalia,asian hard clam,NA,NA,muscle tissue,NA,NA,NA,Peer-reviewed literature,THA,Thailand,0.1236,NA,Protein,Methionine,Methionine,Includes only L-methionine.,MET,0.282,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,5,NA,Y,3,THA,THA,"Kantang, Trang Province",2012,October_November_December,,unknown,,,frozen and dried,"freeze-dried, frozen",,wet,viscera,viscera,NA,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,asian hard clam,Asian hard clam,NA,3161101701,HCJ,83776,56,mollusca,animalia,asian hard clam,NA,NA,viscera,NA,NA,NA,Peer-reviewed literature,THA,Thailand,0.1236,NA,Protein,Methionine,Methionine,Includes only L-methionine.,MET,0.213,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10307,YF,4,JPN,,,,,boiled or steamed,boiled,,,,,,,muscle tissue,muscle tissue,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; boiled,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,boiled steamed,boiled,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Mineral,Sodium,Sodium,Sodium,NA,490,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,1455,NA,Y,2,JPN,JPN,"Kochi-city, Kochi-prefecture or Kanazawa-city, Ishikawa-prefecture",,,raw,raw,,,none,none,,,muscle tissue,unknown,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Hard clam,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,NA,NA,muscle tissue,NA,NA,NA,Peer-reviewed literature,JPN,Japan,NA,NA,Vitamin,Vitamin B12,Vitamin_b12,Includes all the active forms of vitamin B-12 in food,VITB12,12.91,,mcg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10309,YF,4,JPN,,,,,boiled or steamed,simmered,Y,"soy sauce, sugar",,,,,muscle tissue,muscle tissue,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,"Mollusks; hard clam; ""Tsukudani"" (simmered meat in soy sauce and sugar)",NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,cooked,simmered meat in soy sauce,muscle tissue,NA,NA,sugar,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Vitamin B12,Vitamin_b12,Includes all the active forms of vitamin B-12 in food,VITB12,45.4,,mcg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10309,YF,4,JPN,,,,,boiled or steamed,simmered,Y,"soy sauce, sugar",,,,,muscle tissue,muscle tissue,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,"Mollusks; hard clam; ""Tsukudani"" (simmered meat in soy sauce and sugar)",NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,cooked,simmered meat in soy sauce,muscle tissue,NA,NA,sugar,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,"Vitamin B6, total; thru analysis",Vitamin_b6_total_determined_by_analysis,Vitamin B6 total determiend by analysis,VITB6A,0.11,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10309,YF,4,JPN,,,,,boiled or steamed,simmered,Y,"soy sauce, sugar",,,,,muscle tissue,muscle tissue,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,"Mollusks; hard clam; ""Tsukudani"" (simmered meat in soy sauce and sugar)",NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,cooked,simmered meat in soy sauce,muscle tissue,NA,NA,sugar,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Vitamin C,Vitamin_c,Vitamin C. L-ascorbic acid plus L-dehydroascorbic acid.,VITC,0,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Korea_8thRev_2011,L038000000f,YF,3,KOR,JPN,,2015,,baked,"broiled, roasted",,,,,,,muscle tissue,edible,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,orient hard clam,Orient hard clam,__(__); ___,3161101701,HCJ,83776,56,mollusca,animalia,orient hard clam,NA,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),KOR,South Korea,0.3,NA,Vitamin,Vitamin_a_combined,Vitamin_a_combined,Vitamin_a_combined,NA,12,,mcg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Korea_8thRev_2011,L038000000b,YF,3,KOR,KOR,,2009,,raw,raw,,,,,,,muscle tissue,edible,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,orient hard clam,Orient hard clam,__(__); __,3161101701,HCJ,83776,56,mollusca,animalia,orient hard clam,NA,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),KOR,South Korea,0.23,NA,Vitamin,Vitamin_a_combined,Vitamin_a_combined,Vitamin_a_combined,NA,0,,mcg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10306,YF,4,JPN,,,,,raw,raw,,,,,,,muscle tissue,,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; raw,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Riboflavin,Riboflavin,Riboflavin,RIBF,0.16,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10307,YF,4,JPN,,,,,boiled or steamed,boiled,,,,,,,muscle tissue,,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; boiled,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,boiled steamed,boiled,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Riboflavin,Riboflavin,Riboflavin,RIBF,0.27,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10308,YF,4,JPN,,,,,baked,baked,,,,,,,muscle tissue,,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; baked,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,baked,baked,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Riboflavin,Riboflavin,Riboflavin,RIBF,0.29,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10309,YF,4,JPN,,,,,boiled or steamed,simmered,Y,"soy sauce, sugar",,,,,muscle tissue,,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,"Mollusks; hard clam; ""Tsukudani"" (simmered meat in soy sauce and sugar)",NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,cooked,simmered meat in soy sauce,muscle tissue,NA,NA,sugar,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Riboflavin,Riboflavin,Riboflavin,RIBF,0.1,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
