x1km_square,species,n_observed,genus
SO2568,Anthidium manicatum,0,Anthidium
SO2568,Anthophora furcata,0,Anthophora
SO2568,Anthophora plumipes,0,Anthophora
SO2568,Apis mellifera,14,Apis
SO2568,Arctophila superbiens,0,Arctophila
SO2568,Bombus barbutellus,0,Bombus
SO2568,Bombus bohemicus,0,Bombus
SO2568,Bombus campestris,0,Bombus
SO2568,Bombus hortorum,7,Bombus
SO2568,Bombus humilis,0,Bombus
SO2568,Bombus hypnorum,0,Bombus
SO2568,Bombus jonellus,0,Bombus
SO2568,Bombus lapidarius,1,Bombus
SO2568,Bombus lucorum,10,Bombus
SO2568,Bombus monticola,0,Bombus
SO2568,Bombus muscorum,0,Bombus
SO2568,Bombus pascuorum,7,Bombus
SO2568,Bombus pratorum,2,Bombus
SO2568,Bombus ruderarius,0,Bombus
SO2568,Bombus ruderatus,0,Bombus
SO2568,Bombus rupestris,0,Bombus
SO2568,Bombus soroeensis,0,Bombus
SO2568,Bombus sylvestris,1,Bombus
SO2568,Bombus terrestris,5,Bombus
SO2568,Bombus vestalis,0,Bombus
SO2568,Chalcosyrphus nemorum,0,Chalcosyrphus
SO2568,Cheilosia albitarsis,0,Cheilosia
SO2568,Cheilosia bergenstammi,0,Cheilosia
SO2568,Cheilosia fraterna,0,Cheilosia
SO2568,Cheilosia illustrata,0,Cheilosia
SO2568,Cheilosia lasiopa,0,Cheilosia
SO2568,Cheilosia latifrons,0,Cheilosia
SO2568,Cheilosia pagana,0,Cheilosia
SO2568,Cheilosia proxima,0,Cheilosia
SO2568,Cheilosia soror,0,Cheilosia
SO2568,Cheilosia vernalis,0,Cheilosia
SO2568,Chelostoma campanularum,0,Chelostoma
SO2568,Chrysogaster cemiteriorum,0,Chrysogaster
SO2568,Chrysogaster virescens,0,Chrysogaster
SO2568,Chrysotoxum arcuatum,0,Chrysotoxum
SO2568,Chrysotoxum bicinctum,0,Chrysotoxum
SO2568,Chrysotoxum festivum,0,Chrysotoxum
SO2568,Chrysotoxum verralli,0,Chrysotoxum
SO2568,Coelioxys elongata,0,Coelioxys
SO2568,Coelioxys inermis,0,Coelioxys
SO2568,Colletes similis,0,Colletes
SO2568,Colletes succinctus,0,Colletes
SO2568,Dasypoda hirtipes,0,Dasypoda
SO2568,Dasysyrphus albostriatus,2,Dasysyrphus
SO2568,Dasysyrphus neovenustus,0,Dasysyrphus
SO2568,Dasysyrphus tricinctus,0,Dasysyrphus
SO2568,Dasysyrphus venustus,0,Dasysyrphus
SO2568,Epistrophe grossulariae,0,Epistrophe
SO2568,Episyrphus balteatus,25,Episyrphus
SO2568,Eristalinus aeneus,0,Eristalinus
SO2568,Eristalinus sepulchralis,0,Eristalinus
SO2568,Eristalis abusiva,0,Eristalis
SO2568,Eristalis abusivus,0,Eristalis
SO2568,Eristalis arbustorum,7,Eristalis
SO2568,Eristalis horticola,2,Eristalis
SO2568,Eristalis intricaria,0,Eristalis
SO2568,Eristalis intricarius,0,Eristalis
SO2568,Eristalis nemorum,4,Eristalis
SO2568,Eristalis pertinax,16,Eristalis
SO2568,Eristalis rupium,0,Eristalis
SO2568,Eristalis tenax,13,Eristalis
SO2568,Eucera longicornis,0,Eucera
SO2568,Eumerus funeralis,0,Eumerus
SO2568,Eumerus ornatus,0,Eumerus
SO2568,Eumerus strigatus,0,Eumerus
SO2568,Eupeodes corollae,1,Eupeodes
SO2568,Eupeodes latifasciatus,0,Eupeodes
SO2568,Eupeodes luniger,1,Eupeodes
SO2568,Ferdinandea cuprea,7,Ferdinandea
SO2568,Halictus confusus,0,Halictus
SO2568,Halictus eurygnathus,0,Halictus
SO2568,Halictus rubicundus,10,Halictus
SO2568,Halictus tumulorum,24,Halictus
SO2568,Helophilus hybridus,0,Helophilus
SO2568,Helophilus pendulus,8,Helophilus
SO2568,Helophilus trivittatus,0,Helophilus
SO2568,Hylaeus brevicornis,1,Hylaeus
SO2568,Hylaeus communis,1,Hylaeus
SO2568,Hylaeus confusus,3,Hylaeus
SO2568,Hylaeus dilatatus,0,Hylaeus
SO2568,Hylaeus hyalinatus,0,Hylaeus
SO2568,Hylaeus pectoralis,0,Hylaeus
SO2568,Lasioglossum albipes,20,Lasioglossum
SO2568,Lasioglossum calceatum,1,Lasioglossum
SO2568,Lasioglossum cupromicans,0,Lasioglossum
SO2568,Lasioglossum fratellum,0,Lasioglossum
SO2568,Lasioglossum fulvicorne,8,Lasioglossum
SO2568,Lasioglossum laevigatum,27,Lasioglossum
SO2568,Lasioglossum lativentre,5,Lasioglossum
SO2568,Lasioglossum leucopus,15,Lasioglossum
SO2568,Lasioglossum leucozonium,0,Lasioglossum
SO2568,Lasioglossum malachurum,0,Lasioglossum
SO2568,Lasioglossum minutissimum,0,Lasioglossum
SO2568,Lasioglossum morio,11,Lasioglossum
SO2568,Lasioglossum parvulum,3,Lasioglossum
SO2568,Lasioglossum pauperatum,0,Lasioglossum
SO2568,Lasioglossum pauxillum,0,Lasioglossum
SO2568,Lasioglossum punctatissimum,0,Lasioglossum
SO2568,Lasioglossum puncticolle,0,Lasioglossum
SO2568,Lasioglossum quadrinotatum,0,Lasioglossum
SO2568,Lasioglossum rufitarse,2,Lasioglossum
SO2568,Lasioglossum smeathmanellum,0,Lasioglossum
SO2568,Lasioglossum villosulum,7,Lasioglossum
SO2568,Lasioglossum xanthopus,0,Lasioglossum
SO2568,Lasioglossum zonulum,1,Lasioglossum
SO2568,Lejogaster metallina,0,Lejogaster
SO2568,Leucozona glaucia,0,Leucozona
SO2568,Leucozona laternaria,0,Leucozona
SO2568,Macropis europaea,0,Macropis
SO2568,Megachile centuncularis,0,Megachile
SO2568,Megachile ligniseca,0,Megachile
SO2568,Megachile versicolor,0,Megachile
SO2568,Megachile willughbiella,0,Megachile
SO2568,Melangyna cincta,0,Melangyna
SO2568,Melangyna labiatarum,0,Melangyna
SO2568,Melangyna lasiophthalma,0,Melangyna
SO2568,Melangyna umbellatarum,0,Melangyna
SO2568,Melanogaster aerosa,0,Melanogaster
SO2568,Melanogaster hirtella,1,Melanogaster
SO2568,Melanostoma form,0,Melanostoma
SO2568,Melanostoma mellinum,11,Melanostoma
SO2568,Melanostoma scalare,2,Melanostoma
SO2568,Meliscaeva auricollis,0,Meliscaeva
SO2568,Meliscaeva cinctella,0,Meliscaeva
SO2568,Melitta leporina,0,Melitta
SO2568,Merodon equestris,0,Merodon
SO2568,Myathropa florea,10,Myathropa
SO2568,Neoascia geniculata,0,Neoascia
SO2568,Neoascia meticulosa,0,Neoascia
SO2568,Neoascia podagrica,20,Neoascia
SO2568,Neoascia tenur,0,Neoascia
SO2568,Nomada fabriciana,0,Nomada
SO2568,Nomada flava,1,Nomada
SO2568,Nomada flavoguttata,0,Nomada
SO2568,Nomada flavopicta,0,Nomada
SO2568,Nomada fucata,0,Nomada
SO2568,Nomada goodeniana,0,Nomada
SO2568,Nomada lathburiana,0,Nomada
SO2568,Nomada marshamella,0,Nomada
SO2568,Nomada obtusifrons,0,Nomada
SO2568,Nomada panzeri,0,Nomada
SO2568,Nomada ruficornis,1,Nomada
SO2568,Nomada striata,0,Nomada
SO2568,Orthonevra nobilis,0,Orthonevra
SO2568,Osmia bicolor,0,Osmia
SO2568,Osmia bicornis,0,Osmia
SO2568,Osmia caerulescens,0,Osmia
SO2568,Osmia leaiana,0,Osmia
SO2568,Osmia spinulosa,0,Osmia
SO2568,Panurgus banksianus,0,Panurgus
SO2568,Panurgus calcaratus,0,Panurgus
SO2568,Parasyrphus punctulatus,0,Parasyrphus
SO2568,Parhelophilus frutetorum,0,Parhelophilus
SO2568,Parhelophilus versicolor,0,Parhelophilus
SO2568,Pipiza bimaculata,0,Pipiza
SO2568,Pipizella viduata,0,Pipizella
SO2568,Platycheirus albimanus,6,Platycheirus
SO2568,Platycheirus clypeatus,0,Platycheirus
SO2568,Platycheirus granditarsus,1,Platycheirus
SO2568,Platycheirus manicatus,0,Platycheirus
SO2568,Platycheirus nielseni,0,Platycheirus
SO2568,Platycheirus peltatus,2,Platycheirus
SO2568,Platycheirus ramsarensis,0,Platycheirus
SO2568,Platycheirus rosarum,0,Platycheirus
SO2568,Platycheirus scutatus,0,Platycheirus
SO2568,Platycheirus tarsalis,0,Platycheirus
SO2568,Rhingia campestris,15,Rhingia
SO2568,Rhingia rostrata,0,Rhingia
SO2568,Riponnensia splendens,0,Riponnensia
SO2568,Scaeva pyrastri,0,Scaeva
SO2568,Scaeva selenitica,0,Scaeva
SO2568,Sericomyia lappona,0,Sericomyia
SO2568,Sericomyia silentis,2,Sericomyia
SO2568,Sericomyia superbiens,1,Sericomyia
SO2568,Sphaerophoria fatarum,0,Sphaerophoria
SO2568,Sphaerophoria interrupta,1,Sphaerophoria
SO2568,Sphaerophoria philanthus,0,Sphaerophoria
SO2568,Sphaerophoria rueppellii,0,Sphaerophoria
SO2568,Sphaerophoria scripta,0,Sphaerophoria
SO2568,Sphaerophoria taeniata,0,Sphaerophoria
SO2568,Sphecodes crassus,0,Sphecodes
SO2568,Sphecodes ephippius,1,Sphecodes
SO2568,Sphecodes ferruginatus,0,Sphecodes
SO2568,Sphecodes geoffrellus,1,Sphecodes
SO2568,Sphecodes monilicornis,0,Sphecodes
SO2568,Sphecodes niger,0,Sphecodes
SO2568,Sphegina clunipes,0,Sphegina
SO2568,Syritta pipiens,5,Syritta
SO2568,Syrphus rectus,2,Syrphus
SO2568,Syrphus ribesii,16,Syrphus
SO2568,Syrphus torvus,0,Syrphus
SO2568,Syrphus vitripennis,14,Syrphus
SO2568,Tropidia scita,0,Tropidia
SO2568,Volucella bombylans,2,Volucella
SO2568,Volucella inanis,0,Volucella
SO2568,Volucella inflata,0,Volucella
SO2568,Volucella pellucens,1,Volucella
SO2568,Xanthogramma pedissequum,0,Xanthogramma
SO2568,Xanthogramma stackelbergi,0,Xanthogramma
SO2568,Xylota abiens,0,Xylota
SO2568,Xylota jakutorum,0,Xylota
SO2568,Xylota segnis,20,Xylota
SO2568,Xylota sylvarum,0,Xylota
SO3129,Anasimyia contracta,0,Anasimyia
SO3129,Anasimyia lineata,0,Anasimyia
SO3129,Anasimyia transfuga,0,Anasimyia
SO3129,Andrena alfkenella,0,Andrena
SO3129,Andrena angustior,0,Andrena
SO3129,Andrena bicolor,0,Andrena
SO3129,Andrena bucephala,0,Andrena
SO3129,Andrena chrysosceles,0,Andrena
SO3129,Andrena cineraria,1,Andrena
SO3129,Andrena coitana,0,Andrena
SO3129,Andrena denticulata,0,Andrena
SO3129,Andrena dorsata,0,Andrena
SO3129,Andrena flavipes,0,Andrena
SO3129,Andrena fucata,0,Andrena
SO3129,Andrena fulva,1,Andrena
SO3129,Andrena haemorrhoa,3,Andrena
SO3129,Andrena helvola,0,Andrena
SO3129,Andrena humilis,0,Andrena
SO3129,Andrena lapponica,0,Andrena
SO3129,Andrena minutula,0,Andrena
SO3129,Andrena nigriceps,0,Andrena
SO3129,Andrena nigroaenea,0,Andrena
SO3129,Andrena nitida,0,Andrena
SO3129,Andrena scotica,0,Andrena
SO3129,Andrena semilaevis,0,Andrena
SO3129,Andrena subopaca,0,Andrena
SO3129,Andrena synadelpha,0,Andrena
SO3129,Andrena tarsata,0,Andrena
SO3129,Andrena thoracica,0,Andrena
SO3129,Andrena trimmerana,0,Andrena
SO3129,Andrena wilkella,0,Andrena
SO3129,Anthidium manicatum,0,Anthidium
SO3129,Anthophora furcata,0,Anthophora
SO3129,Anthophora plumipes,0,Anthophora
SO3129,Apis mellifera,32,Apis
SO3129,Arctophila superbiens,0,Arctophila
SO3129,Bombus barbutellus,0,Bombus
SO3129,Bombus bohemicus,0,Bombus
SO3129,Bombus campestris,1,Bombus
SO3129,Bombus hortorum,4,Bombus
SO3129,Bombus humilis,0,Bombus
SO3129,Bombus hypnorum,0,Bombus
SO3129,Bombus jonellus,0,Bombus
SO3129,Bombus lapidarius,1,Bombus
SO3129,Bombus lucorum,10,Bombus
SO3129,Bombus monticola,0,Bombus
SO3129,Bombus muscorum,0,Bombus
SO3129,Bombus pascuorum,9,Bombus
SO3129,Bombus pratorum,0,Bombus
SO3129,Bombus ruderarius,1,Bombus
SO3129,Bombus ruderatus,0,Bombus
SO3129,Bombus rupestris,0,Bombus
SO3129,Bombus soroeensis,0,Bombus
SO3129,Bombus sylvestris,1,Bombus
SO3129,Bombus terrestris,0,Bombus
SO3129,Bombus vestalis,0,Bombus
SO3129,Chalcosyrphus nemorum,0,Chalcosyrphus
SO3129,Cheilosia albitarsis,1,Cheilosia
SO3129,Cheilosia bergenstammi,0,Cheilosia
SO3129,Cheilosia fraterna,0,Cheilosia
SO3129,Cheilosia illustrata,0,Cheilosia
SO3129,Cheilosia lasiopa,0,Cheilosia
SO3129,Cheilosia latifrons,0,Cheilosia
SO3129,Cheilosia pagana,0,Cheilosia
SO3129,Cheilosia proxima,0,Cheilosia
SO3129,Cheilosia soror,0,Cheilosia
SO3129,Cheilosia vernalis,0,Cheilosia
SO3129,Chelostoma campanularum,0,Chelostoma
SO3129,Chrysogaster cemiteriorum,0,Chrysogaster
SO3129,Chrysogaster virescens,0,Chrysogaster
SO3129,Chrysotoxum arcuatum,0,Chrysotoxum
SO3129,Chrysotoxum bicinctum,1,Chrysotoxum
SO3129,Chrysotoxum festivum,0,Chrysotoxum
SO3129,Chrysotoxum verralli,0,Chrysotoxum
SO3129,Coelioxys elongata,0,Coelioxys
SO3129,Coelioxys inermis,0,Coelioxys
SO3129,Colletes similis,0,Colletes
SO3129,Colletes succinctus,0,Colletes
SO3129,Dasypoda hirtipes,0,Dasypoda
SO3129,Dasysyrphus albostriatus,0,Dasysyrphus
SO3129,Dasysyrphus neovenustus,0,Dasysyrphus
SO3129,Dasysyrphus tricinctus,0,Dasysyrphus
SO3129,Dasysyrphus venustus,0,Dasysyrphus
SO3129,Epistrophe grossulariae,0,Epistrophe
SO3129,Episyrphus balteatus,1,Episyrphus
SO3129,Eristalinus aeneus,0,Eristalinus
SO3129,Eristalinus sepulchralis,0,Eristalinus
SO3129,Eristalis abusiva,0,Eristalis
SO3129,Eristalis abusivus,0,Eristalis
SO3129,Eristalis arbustorum,3,Eristalis
SO3129,Eristalis horticola,0,Eristalis
SO3129,Eristalis intricaria,0,Eristalis
SO3129,Eristalis intricarius,0,Eristalis
SO3129,Eristalis nemorum,1,Eristalis
SO3129,Eristalis pertinax,0,Eristalis
SO3129,Eristalis rupium,0,Eristalis
SO3129,Eristalis tenax,2,Eristalis
SO3129,Eucera longicornis,0,Eucera
SO3129,Eumerus funeralis,0,Eumerus
SO3129,Eumerus ornatus,0,Eumerus
SO3129,Eumerus strigatus,0,Eumerus
SO3129,Eupeodes corollae,1,Eupeodes
SO3129,Eupeodes latifasciatus,0,Eupeodes
SO3129,Eupeodes luniger,0,Eupeodes
SO3129,Ferdinandea cuprea,7,Ferdinandea
SO3129,Halictus confusus,0,Halictus
SO3129,Halictus eurygnathus,0,Halictus
SO3129,Halictus rubicundus,0,Halictus
SO3129,Halictus tumulorum,3,Halictus
SO3129,Helophilus hybridus,1,Helophilus
SO3129,Helophilus pendulus,0,Helophilus
SO3129,Helophilus trivittatus,0,Helophilus
SO3129,Hylaeus brevicornis,0,Hylaeus
SO3129,Hylaeus communis,0,Hylaeus
SO3129,Hylaeus confusus,0,Hylaeus
SO3129,Hylaeus dilatatus,0,Hylaeus
SO3129,Hylaeus hyalinatus,0,Hylaeus
SO3129,Hylaeus pectoralis,0,Hylaeus
SO3129,Lasioglossum albipes,0,Lasioglossum
SO3129,Lasioglossum calceatum,1,Lasioglossum
SO3129,Lasioglossum cupromicans,0,Lasioglossum
SO3129,Lasioglossum fratellum,0,Lasioglossum
SO3129,Lasioglossum fulvicorne,0,Lasioglossum
SO3129,Lasioglossum laevigatum,2,Lasioglossum
SO3129,Lasioglossum lativentre,2,Lasioglossum
SO3129,Lasioglossum leucopus,1,Lasioglossum
SO3129,Lasioglossum leucozonium,5,Lasioglossum
SO3129,Lasioglossum malachurum,0,Lasioglossum
SO3129,Lasioglossum minutissimum,0,Lasioglossum
SO3129,Lasioglossum morio,1,Lasioglossum
SO3129,Lasioglossum parvulum,0,Lasioglossum
SO3129,Lasioglossum pauperatum,0,Lasioglossum
SO3129,Lasioglossum pauxillum,0,Lasioglossum
SO3129,Lasioglossum punctatissimum,0,Lasioglossum
SO3129,Lasioglossum puncticolle,0,Lasioglossum
SO3129,Lasioglossum quadrinotatum,0,Lasioglossum
SO3129,Lasioglossum rufitarse,0,Lasioglossum
SO3129,Lasioglossum smeathmanellum,4,Lasioglossum
SO3129,Lasioglossum villosulum,1,Lasioglossum
SO3129,Lasioglossum xanthopus,0,Lasioglossum
SO3129,Lasioglossum zonulum,16,Lasioglossum
SO3129,Lejogaster metallina,0,Lejogaster
SO3129,Leucozona glaucia,0,Leucozona
SO3129,Leucozona laternaria,0,Leucozona
SO3129,Macropis europaea,0,Macropis
SO3129,Megachile centuncularis,0,Megachile
SO3129,Megachile ligniseca,1,Megachile
SO3129,Megachile versicolor,0,Megachile
SO3129,Megachile willughbiella,0,Megachile
SO3129,Melangyna cincta,0,Melangyna
SO3129,Melangyna labiatarum,0,Melangyna
SO3129,Melangyna lasiophthalma,0,Melangyna
SO3129,Melangyna umbellatarum,0,Melangyna
SO3129,Melanogaster aerosa,0,Melanogaster
SO3129,Melanogaster hirtella,0,Melanogaster
SO3129,Melanostoma form,0,Melanostoma
SO3129,Melanostoma mellinum,0,Melanostoma
SO3129,Melanostoma scalare,0,Melanostoma
SO3129,Meliscaeva auricollis,0,Meliscaeva
SO3129,Meliscaeva cinctella,1,Meliscaeva
SO3129,Melitta leporina,0,Melitta
SO3129,Merodon equestris,0,Merodon
SO3129,Myathropa florea,1,Myathropa
SO3129,Neoascia geniculata,0,Neoascia
SO3129,Neoascia meticulosa,0,Neoascia
SO3129,Neoascia podagrica,18,Neoascia
SO3129,Neoascia tenur,0,Neoascia
SO3129,Nomada fabriciana,2,Nomada
SO3129,Nomada flava,0,Nomada
SO3129,Nomada flavoguttata,2,Nomada
SO3129,Nomada flavopicta,1,Nomada
SO3129,Nomada fucata,0,Nomada
SO3129,Nomada goodeniana,0,Nomada
SO3129,Nomada lathburiana,0,Nomada
SO3129,Nomada marshamella,0,Nomada
SO3129,Nomada obtusifrons,0,Nomada
SO3129,Nomada panzeri,1,Nomada
SO3129,Nomada ruficornis,0,Nomada
SO3129,Nomada striata,0,Nomada
SO3129,Orthonevra nobilis,0,Orthonevra
SO3129,Osmia bicolor,0,Osmia
SO3129,Osmia bicornis,0,Osmia
SO3129,Osmia caerulescens,0,Osmia
SO3129,Osmia leaiana,0,Osmia
SO3129,Osmia spinulosa,0,Osmia
SO3129,Panurgus banksianus,0,Panurgus
SO3129,Panurgus calcaratus,0,Panurgus
SO3129,Parasyrphus punctulatus,0,Parasyrphus
SO3129,Parhelophilus frutetorum,0,Parhelophilus
SO3129,Parhelophilus versicolor,0,Parhelophilus
SO3129,Pipiza bimaculata,0,Pipiza
SO3129,Pipizella viduata,0,Pipizella
SO3129,Platycheirus albimanus,0,Platycheirus
SO3129,Platycheirus clypeatus,0,Platycheirus
SO3129,Platycheirus granditarsus,1,Platycheirus
SO3129,Platycheirus manicatus,0,Platycheirus
SO3129,Platycheirus nielseni,0,Platycheirus
SO3129,Platycheirus peltatus,0,Platycheirus
SO3129,Platycheirus ramsarensis,0,Platycheirus
SO3129,Platycheirus rosarum,0,Platycheirus
SO3129,Platycheirus scutatus,0,Platycheirus
SO3129,Platycheirus tarsalis,0,Platycheirus
SO3129,Rhingia campestris,29,Rhingia
SO3129,Rhingia rostrata,0,Rhingia
SO3129,Riponnensia splendens,0,Riponnensia
SO3129,Scaeva pyrastri,0,Scaeva
SO3129,Scaeva selenitica,0,Scaeva
SO3129,Sericomyia lappona,0,Sericomyia
SO3129,Sericomyia silentis,0,Sericomyia
SO3129,Sericomyia superbiens,1,Sericomyia
SO3129,Sphaerophoria fatarum,0,Sphaerophoria
SO3129,Sphaerophoria interrupta,0,Sphaerophoria
SO3129,Sphaerophoria philanthus,0,Sphaerophoria
SO3129,Sphaerophoria rueppellii,0,Sphaerophoria
SO3129,Sphaerophoria scripta,1,Sphaerophoria
SO3129,Sphaerophoria taeniata,0,Sphaerophoria
SO3129,Sphecodes crassus,0,Sphecodes
SO3129,Sphecodes ephippius,0,Sphecodes
SO3129,Sphecodes ferruginatus,0,Sphecodes
SO3129,Sphecodes geoffrellus,0,Sphecodes
SO3129,Sphecodes monilicornis,0,Sphecodes
SO3129,Sphecodes niger,0,Sphecodes
SO3129,Sphegina clunipes,0,Sphegina
SO3129,Syritta pipiens,0,Syritta
SO3129,Syrphus rectus,1,Syrphus
SO3129,Syrphus ribesii,3,Syrphus
SO3129,Syrphus torvus,0,Syrphus
SO3129,Syrphus vitripennis,0,Syrphus
SO3129,Tropidia scita,0,Tropidia
SO3129,Volucella bombylans,0,Volucella
SO3129,Volucella inanis,0,Volucella
SO3129,Volucella inflata,0,Volucella
SO3129,Volucella pellucens,0,Volucella
SO3129,Xanthogramma pedissequum,0,Xanthogramma
SO3129,Xanthogramma stackelbergi,0,Xanthogramma
SO3129,Xylota abiens,0,Xylota
SO3129,Xylota jakutorum,0,Xylota
SO3129,Xylota segnis,5,Xylota
SO3129,Xylota sylvarum,0,Xylota
SO4718,Anasimyia contracta,0,Anasimyia
SO4718,Anasimyia lineata,0,Anasimyia
SO4718,Anasimyia transfuga,0,Anasimyia
SO4718,Andrena alfkenella,0,Andrena
SO4718,Andrena angustior,0,Andrena
SO4718,Andrena bicolor,0,Andrena
SO4718,Andrena bucephala,2,Andrena
SO4718,Andrena chrysosceles,1,Andrena
SO4718,Andrena cineraria,1,Andrena
SO4718,Andrena coitana,0,Andrena
SO4718,Andrena denticulata,0,Andrena
SO4718,Andrena dorsata,0,Andrena
SO4718,Andrena flavipes,1,Andrena
SO4718,Andrena fucata,0,Andrena
SO4718,Andrena fulva,0,Andrena
SO4718,Andrena haemorrhoa,8,Andrena
SO4718,Andrena helvola,4,Andrena
SO4718,Andrena humilis,0,Andrena
SO4718,Andrena lapponica,0,Andrena
SO4718,Andrena minutula,0,Andrena
SO4718,Andrena nigriceps,0,Andrena
SO4718,Andrena nigroaenea,1,Andrena
SO4718,Andrena nitida,2,Andrena
SO4718,Andrena scotica,3,Andrena
SO4718,Andrena semilaevis,0,Andrena
SO4718,Andrena subopaca,0,Andrena
SO4718,Andrena synadelpha,0,Andrena
SO4718,Andrena tarsata,0,Andrena
SO4718,Andrena thoracica,0,Andrena
SO4718,Andrena trimmerana,0,Andrena
SO4718,Andrena wilkella,0,Andrena
SO4718,Anthidium manicatum,0,Anthidium
SO4718,Anthophora furcata,0,Anthophora
SO4718,Anthophora plumipes,0,Anthophora
SO4718,Apis mellifera,17,Apis
SO4718,Arctophila superbiens,0,Arctophila
SO4718,Bombus barbutellus,0,Bombus
SO4718,Bombus bohemicus,0,Bombus
SO4718,Bombus campestris,0,Bombus
SO4718,Bombus hortorum,2,Bombus
SO4718,Bombus humilis,0,Bombus
SO4718,Bombus hypnorum,0,Bombus
SO4718,Bombus jonellus,0,Bombus
SO4718,Bombus lapidarius,9,Bombus
SO4718,Bombus lucorum,2,Bombus
SO4718,Bombus monticola,0,Bombus
SO4718,Bombus muscorum,0,Bombus
SO4718,Bombus pascuorum,8,Bombus
SO4718,Bombus pratorum,0,Bombus
SO4718,Bombus ruderarius,0,Bombus
SO4718,Bombus ruderatus,0,Bombus
SO4718,Bombus rupestris,0,Bombus
SO4718,Bombus soroeensis,0,Bombus
SO4718,Bombus sylvestris,0,Bombus
SO4718,Bombus terrestris,2,Bombus
SO4718,Bombus vestalis,0,Bombus
SO4718,Chalcosyrphus nemorum,0,Chalcosyrphus
SO4718,Cheilosia albitarsis,0,Cheilosia
SO4718,Cheilosia bergenstammi,0,Cheilosia
SO4718,Cheilosia fraterna,0,Cheilosia
SO4718,Cheilosia illustrata,0,Cheilosia
SO4718,Cheilosia lasiopa,0,Cheilosia
SO4718,Cheilosia latifrons,0,Cheilosia
SO4718,Cheilosia pagana,0,Cheilosia
SO4718,Cheilosia proxima,0,Cheilosia
SO4718,Cheilosia soror,0,Cheilosia
SO4718,Cheilosia vernalis,0,Cheilosia
SO4718,Chelostoma campanularum,0,Chelostoma
SO4718,Chrysogaster cemiteriorum,0,Chrysogaster
SO4718,Chrysogaster virescens,0,Chrysogaster
SO4718,Chrysotoxum arcuatum,0,Chrysotoxum
SO4718,Chrysotoxum bicinctum,0,Chrysotoxum
SO4718,Chrysotoxum festivum,0,Chrysotoxum
SO4718,Chrysotoxum verralli,0,Chrysotoxum
SO4718,Coelioxys elongata,0,Coelioxys
SO4718,Coelioxys inermis,0,Coelioxys
SO4718,Colletes similis,0,Colletes
SO4718,Colletes succinctus,0,Colletes
SO4718,Dasypoda hirtipes,0,Dasypoda
SO4718,Dasysyrphus albostriatus,0,Dasysyrphus
SO4718,Dasysyrphus neovenustus,0,Dasysyrphus
SO4718,Dasysyrphus tricinctus,0,Dasysyrphus
SO4718,Dasysyrphus venustus,0,Dasysyrphus
SO4718,Epistrophe grossulariae,0,Epistrophe
SO4718,Episyrphus balteatus,0,Episyrphus
SO4718,Eristalinus aeneus,0,Eristalinus
SO4718,Eristalinus sepulchralis,0,Eristalinus
SO4718,Eristalis abusiva,0,Eristalis
SO4718,Eristalis abusivus,0,Eristalis
SO4718,Eristalis arbustorum,4,Eristalis
SO4718,Eristalis horticola,0,Eristalis
SO4718,Eristalis intricaria,0,Eristalis
SO4718,Eristalis intricarius,0,Eristalis
SO4718,Eristalis nemorum,0,Eristalis
SO4718,Eristalis pertinax,1,Eristalis
SO4718,Eristalis rupium,0,Eristalis
SO4718,Eristalis tenax,2,Eristalis
SO4718,Eucera longicornis,1,Eucera
SO4718,Eumerus funeralis,0,Eumerus
SO4718,Eumerus ornatus,0,Eumerus
SO4718,Eumerus strigatus,0,Eumerus
SO4718,Eupeodes corollae,0,Eupeodes
SO4718,Eupeodes latifasciatus,2,Eupeodes
SO4718,Eupeodes luniger,0,Eupeodes
SO4718,Ferdinandea cuprea,12,Ferdinandea
SO4718,Halictus confusus,0,Halictus
SO4718,Halictus eurygnathus,0,Halictus
SO4718,Halictus rubicundus,0,Halictus
SO4718,Halictus tumulorum,4,Halictus
SO4718,Helophilus hybridus,0,Helophilus
SO4718,Helophilus pendulus,0,Helophilus
SO4718,Helophilus trivittatus,0,Helophilus
SO4718,Hylaeus brevicornis,0,Hylaeus
SO4718,Hylaeus communis,0,Hylaeus
SO4718,Hylaeus confusus,0,Hylaeus
SO4718,Hylaeus dilatatus,0,Hylaeus
SO4718,Hylaeus hyalinatus,0,Hylaeus
SO4718,Hylaeus pectoralis,0,Hylaeus
SO4718,Lasioglossum albipes,0,Lasioglossum
SO4718,Lasioglossum calceatum,6,Lasioglossum
SO4718,Lasioglossum cupromicans,0,Lasioglossum
SO4718,Lasioglossum fratellum,0,Lasioglossum
SO4718,Lasioglossum fulvicorne,0,Lasioglossum
SO4718,Lasioglossum laevigatum,2,Lasioglossum
SO4718,Lasioglossum lativentre,6,Lasioglossum
SO4718,Lasioglossum leucopus,0,Lasioglossum
SO4718,Lasioglossum leucozonium,7,Lasioglossum
SO4718,Lasioglossum malachurum,14,Lasioglossum
SO4718,Lasioglossum minutissimum,0,Lasioglossum
SO4718,Lasioglossum morio,1,Lasioglossum
SO4718,Lasioglossum parvulum,0,Lasioglossum
SO4718,Lasioglossum pauperatum,0,Lasioglossum
SO4718,Lasioglossum pauxillum,1,Lasioglossum
SO4718,Lasioglossum punctatissimum,0,Lasioglossum
SO4718,Lasioglossum puncticolle,0,Lasioglossum
SO4718,Lasioglossum quadrinotatum,0,Lasioglossum
