"sample_id","occurrence_id","taxon_group","taxon_source","english_name","source_taxon_version_key","order","family","floral_unit","total_floral_units","year"
3560470,"6892429","flowering plant","Geranium robertianum","Herb-Robert","NBNSYS0000003162","Geraniales","Geraniaceae","individual flower",50,2018
3560470,"6892430","flowering plant","Anthriscus sylvestris","Cow Parsley","NBNSYS0000003641","Apiales","Apiaceae","flower umbel",40,2018
3560470,"6892431","flowering plant","Dioscorea communis","Black Bryony","NHMSYS0020823747","Dioscoreales","Dioscoreaceae","individual flower",60,2018
3560470,"6892432","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",7,2018
3560568,"6892599","flowering plant","Anthriscus sylvestris","Cow Parsley","NBNSYS0000003641","Apiales","Apiaceae","flower umbel",40,2018
3560568,"6892600","flowering plant","Vicia",,"NHMSYS0000464845","Fabales","Fabaceae","flower spike",13,2018
3560568,"6892601","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",2,2018
3560568,"6892602","flowering plant","Cruciata laevipes","Crosswort","NBNSYS0000004304","Gentianales","Rubiaceae","flower spike",8,2018
3560708,"6892764","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",130,2018
3560708,"6892765","flowering plant","Rhinanthus minor","Yellow-rattle","NBNSYS0000004135","Lamiales","Orobanchaceae","flower spike",14,2018
3560708,"6892766","flowering plant","Trifolium pratense","Red Clover","NBNSYS0000003231","Fabales","Fabaceae","flower head",200,2018
3560708,"6892767","flowering plant","Rumex acetosa","Common Sorrel","NBNSYS0000003778","Caryophyllales","Polygonaceae","flower spike",16,2018
3560708,"6892768","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",28,2018
3560708,"6892769","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",10,2018
3560759,"6892822","flowering plant","Vicia",,"NHMSYS0000464845","Fabales","Fabaceae","flower spike",6,2018
3560759,"6892823","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",145,2018
3560759,"6892824","flowering plant","Trifolium pratense","Red Clover","NBNSYS0000003231","Fabales","Fabaceae","flower head",50,2018
3560759,"6892825","flowering plant","Rumex acetosa","Common Sorrel","NBNSYS0000003778","Caryophyllales","Polygonaceae","flower spike",3,2018
3560759,"6892826","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",15,2018
3560787,"6892880","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",280,2018
3560787,"6892881","flowering plant","Trifolium pratense","Red Clover","NBNSYS0000003231","Fabales","Fabaceae","flower head",2,2018
3560787,"6892882","flowering plant","Rumex acetosa","Common Sorrel","NBNSYS0000003778","Caryophyllales","Polygonaceae","flower spike",360,2018
3560787,"6892883","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",30,2018
3560796,"6892923","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",30,2018
3566705,"6902418","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",40,2018
3566705,"6902419","flowering plant","Symphytum officinale","Common Comfrey","NBNSYS0000003984",,"Boraginaceae","individual flower",25,2018
3566705,"6902420","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",14,2018
3566738,"6902463","flowering plant","Digitalis purpurea","Foxglove","NBNSYS0000004094","Lamiales","Plantaginaceae","individual flower",24,2018
3566738,"6902464","flowering plant","Rumex obtusifolius","Broad-leaved Dock","NBNSYS0000003791","Caryophyllales","Polygonaceae","flower spike",2,2018
3566760,"6902551","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",13,2018
3566760,"6902552","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",40,2018
3566785,"6902615","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",14,2018
3566871,"6902836","flowering plant","Taraxacum agg.",,"NBNSYS0100005722","Asterales","Asteraceae","flower head",1,2018
3566877,"6902880","flowering plant","Crataegus monogyna","Hawthorn","NBNSYS0000003430","Rosales","Rosaceae","individual flower",22,2018
3566877,"6902881","flowering plant","Anthriscus sylvestris","Cow Parsley","NBNSYS0000003641","Apiales","Apiaceae","flower umbel",1,2018
3566883,"6902888","flowering plant","Glechoma hederacea","Ground-ivy","NBNSYS0000004257","Lamiales","Lamiaceae","flower spike",5,2018
3566883,"6902889","flowering plant","Lamium album","White Dead-nettle","NBNSYS0000004244","Lamiales","Lamiaceae","flower spike",2,2018
3566892,"6902901","flowering plant","Crataegus monogyna","Hawthorn","NBNSYS0000003430","Rosales","Rosaceae","individual flower",3,2018
3566892,"6902902","flowering plant","Anthriscus sylvestris","Cow Parsley","NBNSYS0000003641","Apiales","Apiaceae","flower umbel",180,2018
3566892,"6902903","flowering plant","Glechoma hederacea","Ground-ivy","NBNSYS0000004257","Lamiales","Lamiaceae","flower spike",6,2018
3566892,"6902904","flowering plant","Lamium album","White Dead-nettle","NBNSYS0000004244","Lamiales","Lamiaceae","flower spike",150,2018
3566929,"6902944","flowering plant","Sinapis arvensis","Charlock","NBNSYS0000002808","Brassicales","Brassicaceae","flower head",26,2018
3566929,"6902945","flowering plant","Veronica persica","Common Field-speedwell","NHMSYS0000464828","Lamiales","Plantaginaceae","individual flower",53,2018
3566929,"6902946","flowering plant","Geranium dissectum","Cut-leaved Crane's-bill","NBNSYS0000003157","Geraniales","Geraniaceae","individual flower",1,2018
3566929,"6902947","flowering plant","Viola arvensis","Field Pansy","NBNSYS0000002947","Malpighiales","Violaceae","individual flower",70,2018
3566929,"6902948","flowering plant","Lamium purpureum","Red Dead-nettle","NBNSYS0000004243","Lamiales","Lamiaceae","flower spike",1,2018
3566938,"6902960","flowering plant","Crepis vesicaria","Beaked Hawk's-beard","NBNSYS0000004572","Asterales","Asteraceae","flower head",12,2018
3566938,"6902961","flowering plant","Geranium dissectum","Cut-leaved Crane's-bill","NBNSYS0000003157","Geraniales","Geraniaceae","individual flower",7,2018
3566938,"6902962","flowering plant","Medicago lupulina","Black Medick","NBNSYS0000003222","Fabales","Fabaceae","flower head",134,2018
3566956,"6903002","flowering plant","Sinapis arvensis","Charlock","NBNSYS0000002808","Brassicales","Brassicaceae","flower head",28,2018
3566956,"6903003","flowering plant","Silene dioica","Red Campion","NBNSYS0000002998","Caryophyllales","Caryophyllaceae","individual flower",47,2018
3566956,"6903004","flowering plant","Rumex obtusifolius","Broad-leaved Dock","NBNSYS0000003791","Caryophyllales","Polygonaceae","flower spike",8,2018
3566956,"6903005","flowering plant","Myosotis arvensis","Field Forget-me-not","NBNSYS0000004012",,"Boraginaceae","individual flower",35,2018
3566956,"6903006","flowering plant","Veronica persica","Common Field-speedwell","NHMSYS0000464828","Lamiales","Plantaginaceae","individual flower",3,2018
3566961,"6903013","flowering plant","Crataegus monogyna","Hawthorn","NBNSYS0000003430","Rosales","Rosaceae","individual flower",24,2018
3567504,"6903960","flowering plant","Lotus corniculatus","Common Bird's-foot-trefoil","NBNSYS0000003258","Fabales","Fabaceae","flower head",3,2018
3567504,"6903961","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",40,2018
3567504,"6903962","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",3,2018
3567504,"6903963","flowering plant","Ulex europaeus","Gorse","NBNSYS0000003211","Fabales","Fabaceae","individual flower",18,2018
3567504,"6903964","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",43,2018
3567513,"6903971","flowering plant","Silene dioica","Red Campion","NBNSYS0000002998","Caryophyllales","Caryophyllaceae","individual flower",50,2018
3567513,"6903972","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",20,2018
3567513,"6903973","flowering plant","Galium aparine","Cleavers","NBNSYS0000004319","Gentianales","Rubiaceae","individual flower",500,2018
3567513,"6903974","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",45,2018
3567513,"6903975","flowering plant","Geranium robertianum","Herb-Robert","NBNSYS0000003162","Geraniales","Geraniaceae","individual flower",13,2018
3567518,"6903983","flowering plant","Pilosella officinarum","Mouse-ear-hawkweed","NHMSYS0000461280","Asterales","Asteraceae","individual flower",4,2018
3567518,"6903984","flowering plant","Rumex acetosella","Sheep's Sorrel","NBNSYS0000003774","Caryophyllales","Polygonaceae","flower spike",8,2018
3567522,"6903991","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",30,2018
3567522,"6903992","flowering plant","Veronica persica","Common Field-speedwell","NHMSYS0000464828","Lamiales","Plantaginaceae","individual flower",16,2018
3567525,"6904017","flowering plant","Cardamine hirsuta","Hairy Bitter-cress","NBNSYS0000002876","Brassicales","Brassicaceae","individual flower",4,2018
3567543,"6904047","flowering plant","Ranunculus bulbosus","Bulbous Buttercup","NBNSYS0000002710","Ranunculales","Ranunculaceae","individual flower",1,2018
3567544,"6904048","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",150,2018
3567559,"6904052","flowering plant","Ranunculus bulbosus","Bulbous Buttercup","NBNSYS0000002710","Ranunculales","Ranunculaceae","individual flower",1,2018
3567559,"6904053","flowering plant","Stellaria graminea","Lesser Stitchwort","NBNSYS0000003037","Caryophyllales","Caryophyllaceae","individual flower",73,2018
3567559,"6904054","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",5,2018
3567562,"6904078","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",55,2018
3567562,"6904079","flowering plant","Veronica chamaedrys","Germander Speedwell","NBNSYS0000004104","Lamiales","Plantaginaceae","individual flower",140,2018
3567562,"6904080","flowering plant","Stellaria graminea","Lesser Stitchwort","NBNSYS0000003037","Caryophyllales","Caryophyllaceae","individual flower",5,2018
3567562,"6904081","flowering plant","Cardamine pratensis","Cuckooflower","NBNSYS0000002872","Brassicales","Brassicaceae","individual flower",4,2018
3567562,"6904082","flowering plant","Rumex acetosa","Common Sorrel","NBNSYS0000003778","Caryophyllales","Polygonaceae","flower spike",45,2018
3567567,"6904095","flowering plant","Trifolium dubium","Lesser Trefoil","NBNSYS0000003252","Fabales","Fabaceae","flower head",50,2018
3567567,"6904096","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",21,2018
3567567,"6904097","flowering plant","Bellis perennis","Daisy","NBNSYS0000004445","Asterales","Asteraceae","flower head",5,2018
3567567,"6904098","flowering plant","Geranium molle","Dove's-foot Crane's-bill","NBNSYS0000003159","Geraniales","Geraniaceae","individual flower",5,2018
3567567,"6904099","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",10,2018
3567579,"6904146","flowering plant","Silene dioica","Red Campion","NBNSYS0000002998","Caryophyllales","Caryophyllaceae","individual flower",250,2018
3567579,"6904147","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",76,2018
3567579,"6904148","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",350,2018
3567579,"6904149","flowering plant","Heracleum sphondylium","Hogweed","NBNSYS0000003710","Apiales","Apiaceae","flower umbel",12,2018
3567579,"6904150","flowering plant","Geranium dissectum","Cut-leaved Crane's-bill","NBNSYS0000003157","Geraniales","Geraniaceae","individual flower",22,2018
3567579,"6904151","flowering plant","Sonchus asper","Prickly Sow-thistle","NBNSYS0000004544","Asterales","Asteraceae","flower head",17,2018
3567579,"6904152","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",10,2018
3567579,"6904153","flowering plant","Geranium robertianum","Herb-Robert","NBNSYS0000003162","Geraniales","Geraniaceae","individual flower",20,2018
3567579,"6904154","flowering plant","Chaerophyllum temulum","Rough Chervil","NBNSYS0000003638","Apiales","Apiaceae","flower umbel",26,2018
3567579,"6904155","flowering plant","Sherardia arvensis","Field Madder","NBNSYS0000004300","Gentianales","Rubiaceae","flower head",3,2018
3567601,"6904201","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",300,2018
3567601,"6904202","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",350,2018
3567601,"6904203","flowering plant","Myosotis discolor","Changing Forget-me-not","NBNSYS0000004013",,"Boraginaceae","flower head",3,2018
3567601,"6904204","flowering plant","Stellaria graminea","Lesser Stitchwort","NBNSYS0000003037","Caryophyllales","Caryophyllaceae","individual flower",15,2018
3567601,"6904205","flowering plant","Veronica chamaedrys","Germander Speedwell","NBNSYS0000004104","Lamiales","Plantaginaceae","individual flower",2,2018
3567601,"6904206","flowering plant","Plantago lanceolata","Ribwort Plantain","NBNSYS0000004275","Lamiales","Plantaginaceae","flower spike",6,2018
3567605,"6904215","flowering plant","Galium aparine","Cleavers","NBNSYS0000004319","Gentianales","Rubiaceae","individual flower",20,2018
3567605,"6904216","flowering plant","Silene dioica","Red Campion","NBNSYS0000002998","Caryophyllales","Caryophyllaceae","individual flower",26,2018
3567605,"6904217","flowering plant","Veronica beccabunga","Brooklime","NBNSYS0000004096","Lamiales","Plantaginaceae","flower spike",28,2018
3567605,"6904218","flowering plant","Geum urbanum","Herb Bennet","NBNSYS0000003361","Rosales","Rosaceae","individual flower",8,2018
3567605,"6904219","flowering plant","Glechoma hederacea","Ground-ivy","NBNSYS0000004257","Lamiales","Lamiaceae","flower spike",1,2018
3567623,"6904234","flowering plant","Galium aparine","Cleavers","NBNSYS0000004319","Gentianales","Rubiaceae","individual flower",300,2018
3567623,"6904235","flowering plant","Silene dioica","Red Campion","NBNSYS0000002998","Caryophyllales","Caryophyllaceae","individual flower",45,2018
3567664,"6904318","flowering plant","Lamium purpureum","Red Dead-nettle","NBNSYS0000004243","Lamiales","Lamiaceae","flower spike",8,2018
3567664,"6904319","flowering plant","Veronica persica","Common Field-speedwell","NHMSYS0000464828","Lamiales","Plantaginaceae","individual flower",20,2018
3567664,"6904320","flowering plant","Sinapis arvensis","Charlock","NBNSYS0000002808","Brassicales","Brassicaceae","flower head",1,2018
3567664,"6904321","flowering plant","Thlaspi arvense","Field Penny-cress","NBNSYS0000002841","Brassicales","Brassicaceae","flower spike",8,2018
3567664,"6904322","flowering plant","Fumaria officinalis","Common Fumitory","NBNSYS0000002793","Ranunculales","Papaveraceae","flower spike",1,2018
3567664,"6904323","flowering plant","Glechoma hederacea","Ground-ivy","NBNSYS0000004257","Lamiales","Lamiaceae","flower spike",10,2018
3567699,"6904346","flowering plant","Lamium album","White Dead-nettle","NBNSYS0000004244","Lamiales","Lamiaceae","flower spike",40,2018
3567699,"6904347","flowering plant","Taraxacum agg.",,"NBNSYS0100005722","Asterales","Asteraceae","flower head",5,2018
3589245,"6940567","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",30,2018
3589286,"6940619","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",15,2018
3589286,"6940620","flowering plant","Veronica","Speedwell","NHMSYS0000464811","Lamiales","Plantaginaceae","individual flower",50,2018
3589309,"6940635","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",37,2018
3589309,"6940636","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",64,2018
3589309,"6940637","flowering plant","Viola","Violet","NHMSYS0000464877","Malpighiales","Violaceae","individual flower",6,2018
3589363,"6940718","flowering plant","Veronica","Speedwell","NHMSYS0000464811","Lamiales","Plantaginaceae","individual flower",50,2018
3589394,"6940802","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",37,2018
3589394,"6940803","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",30,2018
3601827,"6967663","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",6,2018
3601827,"6967664","flowering plant","Trifolium pratense var. sativum","Red Clover","NBNSYS0000034229","Fabales","Fabaceae","flower head",1,2018
3601827,"6967665","flowering plant","Heracleum sphondylium","Hogweed","NBNSYS0000003710","Apiales","Apiaceae","flower umbel",1,2018
3601850,"6967847","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",60,2018
3601850,"6967848","flowering plant","Rhinanthus minor","Yellow-rattle","NBNSYS0000004135","Lamiales","Orobanchaceae","flower spike",100,2018
3601850,"6967849","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",45,2018
3601850,"6967850","flowering plant","Cardamine pratensis","Cuckooflower","NBNSYS0000002872","Brassicales","Brassicaceae","individual flower",4,2018
3601850,"6967851","flowering plant","Trifolium dubium","Lesser Trefoil","NBNSYS0000003252","Fabales","Fabaceae","flower head",20,2018
3601855,"6967866","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",2,2018
3612167,"6989971","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",3,2018
3612167,"6989972","flowering plant","Alliaria petiolata","Garlic Mustard","NHMSYS0000455754","Brassicales","Brassicaceae","flower head",1,2018
3612209,"6990054","flowering plant","Rubus","Bramble","NHMSYS0000462570","Rosales","Rosaceae","individual flower",2,2018
3612234,"6990061","flowering plant","Rubus","Bramble","NHMSYS0000462570","Rosales","Rosaceae","individual flower",2,2018
3612268,"6990100","flowering plant","Rubus","Bramble","NHMSYS0000462570","Rosales","Rosaceae","individual flower",5,2018
3612312,"6990146","flowering plant","Rubus","Bramble","NHMSYS0000462570","Rosales","Rosaceae","individual flower",1,2018
3636146,"7030541","flowering plant","Heracleum sphondylium","Hogweed","NBNSYS0000003710","Apiales","Apiaceae","flower umbel",46,2018
3636146,"7030542","flowering plant","Filipendula ulmaria","Meadowsweet","NBNSYS0000003316","Rosales","Rosaceae","flower umbel",4,2018
3636178,"7030603","flowering plant","Heracleum sphondylium","Hogweed","NBNSYS0000003710","Apiales","Apiaceae","flower umbel",25,2018
3636178,"7030604","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",20,2018
3636196,"7030644","flowering plant","Heracleum sphondylium","Hogweed","NBNSYS0000003710","Apiales","Apiaceae","flower umbel",11,2018
3636196,"7030645","flowering plant","Lamium album","White Dead-nettle","NBNSYS0000004244","Lamiales","Lamiaceae","flower spike",1,2018
3636196,"7030646","flowering plant","Anthriscus sylvestris","Cow Parsley","NBNSYS0000003641","Apiales","Apiaceae","flower umbel",1,2018
3636196,"7030647","flowering plant","Rosa canina","Dog-rose","NHMSYS0000455486","Rosales","Rosaceae","individual flower",10,2018
3636223,"7030752","flowering plant","Matricaria discoidea","Pineappleweed","NBNSYS0000004462","Asterales","Asteraceae","flower head",53,2018
3636223,"7030753","flowering plant","Sisymbrium officinale","Hedge Mustard","NBNSYS0000002906","Brassicales","Brassicaceae","individual flower",35,2018
3636223,"7030754","flowering plant","Stachys sylvatica","Hedge Woundwort","NBNSYS0000004236","Lamiales","Lamiaceae","flower spike",3,2018
3638721,"7036653","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",6,2018
3641383,"7042720","flowering plant","Rumex acetosella","Sheep's Sorrel","NBNSYS0000003774","Caryophyllales","Polygonaceae","flower spike",2,2018
3641383,"7042721","flowering plant","Vicia sepium","Bush Vetch","NBNSYS0000003290","Fabales","Fabaceae","individual flower",50,2018
3641383,"7042722","flowering plant","Papaver rhoeas","Common Poppy","NBNSYS0000002764","Ranunculales","Papaveraceae","individual flower",1,2018
3641383,"7042723","flowering plant","Veronica persica","Common Field-speedwell","NHMSYS0000464828","Lamiales","Plantaginaceae","individual flower",11,2018
3641383,"7042724","flowering plant","Raphanus raphanistrum","Radish","NBNSYS0000002815","Brassicales","Brassicaceae","flower head",4,2018
3641436,"7043086","flowering plant","Rumex acetosella","Sheep's Sorrel","NBNSYS0000003774","Caryophyllales","Polygonaceae","flower spike",2,2018
3641436,"7043087","flowering plant","Trifolium","Clover","NHMSYS0000464558","Fabales","Fabaceae","flower head",10,2018
3641436,"7043088","flowering plant","Crepis vesicaria","Beaked Hawk's-beard","NBNSYS0000004572","Asterales","Asteraceae","flower head",11,2018
3641436,"7043089","flowering plant","Geranium dissectum","Cut-leaved Crane's-bill","NBNSYS0000003157","Geraniales","Geraniaceae","individual flower",18,2018
3641436,"7043090","flowering plant","Stellaria media","Common Chickweed","NHMSYS0000464009","Caryophyllales","Caryophyllaceae","individual flower",9,2018
3641436,"7043091","flowering plant","Plantago lanceolata","Ribwort Plantain","NBNSYS0000004275","Lamiales","Plantaginaceae","flower spike",2,2018
3642063,"7044835","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",1,2018
3642063,"7044836","flowering plant","Heracleum sphondylium","Hogweed","NBNSYS0000003710","Apiales","Apiaceae","flower umbel",7,2018
3642063,"7044837","flowering plant","Senecio vulgaris","Groundsel","NBNSYS0000004371","Asterales","Asteraceae","flower head",2,2018
3642063,"7044838","flowering plant","Rumex acetosella","Sheep's Sorrel","NBNSYS0000003774","Caryophyllales","Polygonaceae","flower spike",4,2018
3642063,"7044839","flowering plant","Taraxacum agg.",,"NBNSYS0100005722","Asterales","Asteraceae","flower head",4,2018
3642063,"7044840","flowering plant","Trifolium","Clover","NHMSYS0000464558","Fabales","Fabaceae","flower head",2,2018
3642063,"7044841","flowering plant","Vicia sepium","Bush Vetch","NBNSYS0000003290","Fabales","Fabaceae","individual flower",1,2018
3642252,"7045277","flowering plant","Rumex acetosella","Sheep's Sorrel","NBNSYS0000003774","Caryophyllales","Polygonaceae","flower spike",2,2018
3642252,"7045278","flowering plant","Geranium dissectum","Cut-leaved Crane's-bill","NBNSYS0000003157","Geraniales","Geraniaceae","individual flower",11,2018
3642252,"7045279","flowering plant","Hippocrepis comosa","Horseshoe Vetch","NBNSYS0000003278","Fabales","Fabaceae","individual flower",61,2018
3642252,"7045280","flowering plant","Anagallis arvensis","Scarlet Pimpernel","NBNSYS0000003943","Ericales","Primulaceae","individual flower",3,2018
3651984,"7068403","flowering plant","Rumex obtusifolius","Broad-leaved Dock","NBNSYS0000003791","Caryophyllales","Polygonaceae","flower spike",22,2018
3651984,"7068404","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",24,2018
3651987,"7068420","flowering plant","Rumex obtusifolius","Broad-leaved Dock","NBNSYS0000003791","Caryophyllales","Polygonaceae","flower spike",16,2018
3651987,"7068421","flowering plant","Geranium robertianum","Herb-Robert","NBNSYS0000003162","Geraniales","Geraniaceae","individual flower",5,2018
3651987,"7068422","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",4,2018
3651987,"7068423","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",19,2018
3651990,"7068443","flowering plant","Potentilla anserina","Silverweed","NHMSYS0021060392","Rosales","Rosaceae","individual flower",1,2018
3651990,"7068444","flowering plant","Rosa","Rose","NHMSYS0000462442","Rosales","Rosaceae","individual flower",4,2018
3651990,"7068445","flowering plant","Solanum dulcamara","Bittersweet","NBNSYS0000004037","Solanales","Solanaceae","individual flower",12,2018
3652007,"7068452","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",125,2018
3652029,"7068460","flowering plant","Trifolium campestre","Hop Trefoil","NHMSYS0000464564","Fabales","Fabaceae","flower head",2,2018
3652029,"7068461","flowering plant","Galium verum","Lady's Bedstraw","NBNSYS0000004309","Gentianales","Rubiaceae","flower spike",2,2018
3652029,"7068462","flowering plant","Centaurea nigra","Common Knapweed","NHMSYS0021232322","Asterales","Asteraceae","flower head",13,2018
3652029,"7068463","flowering plant","Leucanthemum vulgare","Oxeye Daisy","NBNSYS0000004464","Asterales","Asteraceae","flower head",14,2018
3652029,"7068464","flowering plant","Prunella vulgaris","Selfheal","NBNSYS0000004225","Lamiales","Lamiaceae","flower spike",1,2018
3652076,"7068742","flowering plant","Limonium","Rock sea-lavander","NHMSYS0000460350","Caryophyllales","Plumbaginaceae","flower umbel",41,2018
3652084,"7068758","flowering plant","Plantago maritima","Sea Plantain","NBNSYS0000004276","Lamiales","Plantaginaceae","flower spike",29,2018
3652670,"7070329","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",24,2018
3652670,"7070330","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",53,2018
3652670,"7070331","flowering plant","Polygala serpyllifolia","Heath Milkwort","NHMSYS0000461832","Fabales","Polygalaceae","flower spike",2,2018
3652700,"7070378","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",4,2018
3652700,"7070379","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",10,2018
3652700,"7070380","flowering plant","Cardamine flexuosa","Wavy Bitter-cress","NBNSYS0000002875","Brassicales","Brassicaceae","individual flower",1,2018
3652738,"7070436","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",81,2018
3652744,"7070448","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",8,2018
3652758,"7070472","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",26,2018
3652758,"7070473","flowering plant","Polygala serpyllifolia","Heath Milkwort","NHMSYS0000461832","Fabales","Polygalaceae","flower spike",2,2018
3655028,"7076044","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",36,2018
3655056,"7076094","flowering plant","Lotus corniculatus","Common Bird's-foot-trefoil","NBNSYS0000003258","Fabales","Fabaceae","flower head",4,2018
3655056,"7076095","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",2,2018
3655061,"7076100","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",15,2018
3655061,"7076101","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",15,2018
3655067,"7076107","flowering plant","Lotus corniculatus","Common Bird's-foot-trefoil","NBNSYS0000003258","Fabales","Fabaceae","flower head",1,2018
