SpeciesName,Genus,Family,Order,Class,Phylum,spec_code,Lmax,TL (trophic level),DepthRangeDeep,K,tm (age of maturity),tmax (maximum age),Lm (length of maturity),EnvTemp,DemersPelag,environment,Marine,Brackish,Freshwater
Cymodoce hodgsoni,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,23264,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce inornata,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11219,,,101,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce iocosa,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,23265,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce japonica,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,23268,,,1523,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymodoce lirella,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,84309,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymodoce lis,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11220,,,49,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce longistylis,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11221,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymodoce madrasensis,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11222,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce mammifera,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11223,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce meridionalis,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11224,,,37,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce multidens,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11225,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymodoce natalensis,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11141,,,80,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce pelsarti,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11143,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymodoce penserosa,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,23266,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce radiata,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11146,,,150,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce richardsoniae,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,90751,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymodoce robusta,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11148,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce ruetzleri,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11150,,,13,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE
Cymodoce setulosa,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11151,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce spinosa,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11152,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymodoce spinula,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,90752,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce tattersalli,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11153,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce tetrahele,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11154,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce tribullis,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11226,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymodoce tripartita,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11228,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce truncata,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,9872,1.57,,,,,,0.615,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymodoce tuberculata,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11229,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymodoce umbonata,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11231,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce uncinata,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11232,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce unguiculata,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11233,,,30,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce valida,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11234,,,29,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymodoce velutina,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11235,,,120,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodoce zanzibarensis,Cymodoce,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11236,,,22,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocea angustata,Cymodocea,Cymodoceaceae,Alismatales,Equisetopsida,Tracheophyta,166803,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE
Cymodocea nodosa,Cymodocea,Cymodoceaceae,Alismatales,Equisetopsida,Tracheophyta,141099,,,40,,,,,subtropical,sessile,marine,TRUE,FALSE,FALSE
Cymodocea rotundata,Cymodocea,Cymodoceaceae,Alismatales,Equisetopsida,Tracheophyta,2380988,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE
Cymodocea serrulata,Cymodocea,Cymodoceaceae,Alismatales,Equisetopsida,Tracheophyta,2380987,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE
Cymodocella algoense,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11237,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymodocella ambonata,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,90753,,,18,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella ankylosauria,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,90754,,,17,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella bicolor,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11238,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella cancellata,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11239,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella capra,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,23274,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella diateichos,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11240,,,43,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella egregia,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,23275,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella eutylos,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11241,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella foveolata,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11242,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymodocella georgiana,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,142419,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE
Cymodocella glabella,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,90755,,,,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella guarapariensis,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11243,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymodocella hawaiiensis,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11244,,,75,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella magna,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11245,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymodocella pustulata,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11246,,,10,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella sublevis,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11247,,,18,,,,,,benthic,marine,TRUE,FALSE,FALSE
Cymodocella tubicauda,Cymodocella,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,23276,,,245,,,,,polar,benthic,marine,TRUE,FALSE,FALSE
Cymodopsis albaniensis,Cymodopsis,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11248,,,,,,,,,,marine,TRUE,FALSE,FALSE
Cymodopsis beageli,Cymodopsis,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,167128,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE
Cymodopsis crassa,Cymodopsis,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11249,,,,,,,,,,marine,TRUE,FALSE,FALSE
Cymodopsis gorgoniae,Cymodopsis,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,11251,,,,,,,,,,marine,TRUE,FALSE,FALSE
Cymodopsis impudica,Cymodopsis,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,22847,,,1225,,,,,,,marine,TRUE,FALSE,FALSE
Cymodopsis montis,Cymodopsis,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,22848,,,,,,,,,,marine,TRUE,FALSE,FALSE
Cymodopsis sphyracephalata,Cymodopsis,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,22850,,,611,,,,,,,marine,TRUE,FALSE,FALSE
Cymodopsis torminosa,Cymodopsis,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,22849,,,1225,,,,,,,marine,TRUE,FALSE,FALSE
Cymonomus aequilonius,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,171316,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE
Cymonomus alius,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,168309,,,804,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE
Cymonomus andamanicus,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,170344,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus bathamae,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,171317,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE
Cymonomus brevis,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,168313,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus chani,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,170343,,,1134,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus clarki,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,171318,,,1207,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE
Cymonomus confinis,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,168312,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus curvirostris,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,166954,,,850,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus deforgesi,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,137245,,,1184,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE
Cymonomus delli,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,171319,,,675,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus dianae,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,168314,,,1050,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus diogenes,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,137246,,,760,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE
Cymonomus espinosus,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,168310,,,410,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE
Cymonomus gracilipes,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,137247,,,712,,,,,tropical,others,marine,TRUE,FALSE,FALSE
Cymonomus hakuhoae,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,137250,,,647,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE
Cymonomus japonicus,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,166955,,,600,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus java,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,168812,,,686,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus kapala,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,171320,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus karenae,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,168308,,,950,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE
Cymonomus mariveneae,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,137248,,,163,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus quadratus,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,26114,,,930,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus soela,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,171321,,,1193,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE
Cymonomus tesseris,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,171322,,,1050,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE
Cymonomus triplex,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,168311,,,539,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymonomus umitakae,Cymonomus,Cymonomidae,Decapoda,Malacostraca,Arthropoda,166956,,,500,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cymothoa excisa,Cymothoa,Cymothoidae,Isopoda,Malacostraca,Arthropoda,23290,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE
Cymothoa hermani,Cymothoa,Cymothoidae,Isopoda,Malacostraca,Arthropoda,152254,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE
Cymothoa indica,Cymothoa,Cymothoidae,Isopoda,Malacostraca,Arthropoda,11276,,,,,,,,tropical,host,brackish,FALSE,TRUE,FALSE
Cymothoa oestrum,Cymothoa,Cymothoidae,Isopoda,Malacostraca,Arthropoda,23385,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE
Cymothoa recifea,Cymothoa,Cymothoidae,Isopoda,Malacostraca,Arthropoda,90758,,,,,,,,,host,marine,TRUE,FALSE,FALSE
Cymothoa spinipalpa,Cymothoa,Cymothoidae,Isopoda,Malacostraca,Arthropoda,101236,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE
Cynarina lacrymalis,Cynarina,Lobophylliidae,Scleractinia,Anthozoa,Cnidaria,45767,,,50,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE
Cynarina macassarensis,Cynarina,Lobophylliidae,Scleractinia,Anthozoa,Cnidaria,45768,,,30,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE
Cyphastrea agassizi,Cyphastrea,Faviidae,Scleractinia,Anthozoa,Cnidaria,46681,,,,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE
Cyphastrea chalcidicum,Cyphastrea,Faviidae,Scleractinia,Anthozoa,Cnidaria,46682,,,40,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE
Cyphastrea decadia,Cyphastrea,Faviidae,Scleractinia,Anthozoa,Cnidaria,46683,,,,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE
Cyphastrea hexasepta,Cyphastrea,Faviidae,Scleractinia,Anthozoa,Cnidaria,46684,,,30,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE
Cyphastrea japonica,Cyphastrea,Faviidae,Scleractinia,Anthozoa,Cnidaria,46685,,,35,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE
Cyphastrea microphthalma,Cyphastrea,Faviidae,Scleractinia,Anthozoa,Cnidaria,46686,,,25,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE
Cyphastrea ocellina,Cyphastrea,Faviidae,Scleractinia,Anthozoa,Cnidaria,46687,,,30,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE
Cyphastrea serailia,Cyphastrea,Faviidae,Scleractinia,Anthozoa,Cnidaria,46688,,,36,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE
Cyphocarcinus alcocki,Cyphocarcinus,Mithracidae,Decapoda,Malacostraca,Arthropoda,165700,,,,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE
Cyphocarcinus capreolus,Cyphocarcinus,Mithracidae,Decapoda,Malacostraca,Arthropoda,165581,,,6,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cyphocarcinus minutus,Cyphocarcinus,Mithracidae,Decapoda,Malacostraca,Arthropoda,174027,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cyphocaris anonyx,Cyphocaris,Cyphocarididae,Amphipoda,Malacostraca,Arthropoda,22762,,,,,,,,tropical,pelagic,marine,TRUE,FALSE,FALSE
Cyphocaris bellona,Cyphocaris,Cyphocarididae,Amphipoda,Malacostraca,Arthropoda,163648,,,1000,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cyphocaris challengeri,Cyphocaris,Cyphocarididae,Amphipoda,Malacostraca,Arthropoda,22761,,,,,,,,tropical,pelagic,marine,TRUE,FALSE,FALSE
Cyphocaris faurei,Cyphocaris,Cyphocarididae,Amphipoda,Malacostraca,Arthropoda,20196,,,,,,,,tropical,bathypelagic,marine,TRUE,FALSE,FALSE
Cyphocaris richardi,Cyphocaris,Cyphocarididae,Amphipoda,Malacostraca,Arthropoda,20197,,,4000,,,,,polar,pelagic,marine,TRUE,FALSE,FALSE
Cyphocaris tunicola,Cyphocaris,Cyphocarididae,Amphipoda,Malacostraca,Arthropoda,19490,,,500,,,,,tropical,pelagic,marine,TRUE,FALSE,FALSE
Cyphoma aureocinctum,Cyphoma,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,3888,1.85,,128,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cyphoma bartschi,Cyphoma,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,147537,0.91,,91,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE
Cyphoma gibbosum,Cyphoma,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,4839,3.8,,29,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cyphoma lindae,Cyphoma,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,1892,1.8,,150,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cyphoma macumba,Cyphoma,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,150692,3.25,,10,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE
Cyphoma mcgintyi,Cyphoma,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,4840,3.95,,96,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cyphoma rhomba,Cyphoma,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,3890,2.27,,72,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cyphoma roamoralesi,Cyphoma,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,150401,3.14,,30,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE
Cyphoma sedlaki,Cyphoma,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,3891,2.69,,2,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cyphoma signatum,Cyphoma,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,4843,4.5,,90,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE
Cyphoma versicolor,Cyphoma,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,150045,2.1,,50,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE
Cyphosaccus chacei,Cyphosaccus,Peltogastridae,Not assigned,Thecostraca,Arthropoda,27977,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE
Cyphosaccus cornutus,Cyphosaccus,Peltogastridae,Not assigned,Thecostraca,Arthropoda,27978,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE
Cyphosaccus norvegicus,Cyphosaccus,Peltogastridae,Not assigned,Thecostraca,Arthropoda,103058,,,,,,,,temperate,host,marine,TRUE,FALSE,FALSE
Cypraea albuginosa,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,4829,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea angustata,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,105948,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea arabicula,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,4831,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea argus,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,86909,11.5,,10,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea asellus,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90261,2.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea beckii,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90263,1.7,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea bistrinotata,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90264,2,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea boivinii,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,104992,3.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea bouteti,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,86910,9.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea caputserpentis,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,86911,4.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea carneola,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,86912,9.5,,133,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE
Cypraea caurica,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,86913,7,,30,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea cernica,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,105647,,,100,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea cervinetta,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,4832,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea cervus,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,4825,19,,35,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea childreni,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90265,2.5,,50,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea cinerea,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,4826,4.4,,1472,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea clandestina,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90267,2.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea contaminata,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,104995,1.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea cylindrica,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90269,4.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea dayritiana,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,104983,2.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea decipiens,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,105893,5.5,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE
Cypraea declivis,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,105949,2.5,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE
Cypraea eglantina,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,86915,8.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea errones,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90271,4.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea fimbriata,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90273,2.2,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea globulus,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90274,2.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea goodalli,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,104997,2,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea guttata,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,104979,7,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea helvola,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90282,3.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea hirasei,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,104981,6,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea hirundo,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90284,2.3,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea irrorata,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90285,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea isabella,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,86917,6,,35,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea isabellamexicana,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,4833,,,,,,,,subtropical,demersal,marine,TRUE,FALSE,FALSE
Cypraea labrolineata,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,90290,2.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
Cypraea langfordi,Cypraea,Cypraeidae,Littorinimorpha,Gastropoda,Mollusca,104990,6.5,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE
